"Título de trazado: ASA_01_SO_01"
"N.º","Fecha Tiempo, GMT-05:00","Pres abs, psi (LGR S/N: 22034869, SEN S/N: 22034869)","Temp, °F (LGR S/N: 22034869, SEN S/N: 22034869)","Pres abs Barom., psi (LGR S/N: 21981564, SEN S/N: 21981564)","Profundidad de sensor, pies (LGR S/N: 22034869)","Acoplador separado (LGR S/N: 22034869)","Acoplador adjunto (LGR S/N: 22034869)","Host conectado (LGR S/N: 22034869)","Final de archivo (LGR S/N: 22034869)"
2897,10/08/25 12:05:00 PM,8.3400,40.509,8.3282,0.027,,,,
2898,10/08/25 12:10:00 PM,8.3384,40.696,8.3291,0.021,,,,
2899,10/08/25 12:15:00 PM,8.3384,40.696,8.3273,0.025,,,,
2900,10/08/25 12:20:00 PM,8.3384,40.696,8.3291,0.021,,,,
2901,10/08/25 12:25:00 PM,8.3384,40.696,8.3265,0.027,,,,
2902,10/08/25 12:30:00 PM,8.3384,40.696,8.3282,0.023,,,,
2903,10/08/25 12:35:00 PM,8.3360,40.696,8.3273,0.020,,,,
2904,10/08/25 12:40:00 PM,8.3337,40.696,8.3256,0.019,,,,
2905,10/08/25 12:45:00 PM,8.3360,40.696,8.3247,0.026,,,,
2906,10/08/25 12:50:00 PM,8.3337,40.696,8.3263,0.017,,,,
2907,10/08/25 12:55:00 PM,8.3314,40.696,8.3239,0.017,,,,
2908,10/08/25 01:00:00 PM,8.3314,40.696,8.3230,0.019,,,,
2909,10/08/25 01:05:00 PM,8.3314,40.696,8.3204,0.025,,,,
2910,10/08/25 01:10:00 PM,8.3314,40.696,8.3228,0.020,,,,
2911,10/08/25 01:15:00 PM,8.3314,40.696,8.3220,0.022,,,,
2912,10/08/25 01:20:00 PM,8.3314,40.696,8.3228,0.020,,,,
2913,10/08/25 01:25:00 PM,8.3314,40.696,8.3211,0.024,,,,
2914,10/08/25 01:30:00 PM,8.3314,40.696,8.3202,0.026,,,,
2915,10/08/25 01:35:00 PM,8.3314,40.696,8.3236,0.018,,,,
2916,10/08/25 01:40:00 PM,8.3291,40.696,8.3185,0.024,,,,
2917,10/08/25 01:45:00 PM,8.3244,40.696,8.3185,0.014,,,,
2918,10/08/25 01:50:00 PM,8.3268,40.696,8.3185,0.019,,,,
2919,10/08/25 01:55:00 PM,8.3268,40.696,8.3211,0.013,,,,
2920,10/08/25 02:00:00 PM,8.3268,40.696,8.3211,0.013,,,,
2921,10/08/25 02:05:00 PM,8.3268,40.696,8.3227,0.009,,,,
2922,10/08/25 02:10:00 PM,8.3244,40.696,8.3211,0.008,,,,
2923,10/08/25 02:15:00 PM,8.3244,40.696,8.3211,0.008,,,,
2924,10/08/25 02:20:00 PM,8.3244,40.696,8.3169,0.017,,,,
2925,10/08/25 02:25:00 PM,8.3221,40.696,8.3202,0.004,,,,
2926,10/08/25 02:30:00 PM,8.3250,40.881,8.3160,0.021,,,,
2927,10/08/25 02:35:00 PM,8.3250,40.881,8.3195,0.013,,,,
2928,10/08/25 02:40:00 PM,8.3250,40.881,8.3169,0.019,,,,
2929,10/08/25 02:45:00 PM,8.3227,40.881,8.3162,0.015,,,,
2930,10/08/25 02:50:00 PM,8.3250,40.881,8.3170,0.018,,,,
2931,10/08/25 02:55:00 PM,8.3250,40.881,8.3146,0.024,,,,
2932,10/08/25 03:00:00 PM,8.3227,40.881,8.3170,0.013,,,,
2933,10/08/25 03:05:00 PM,8.3250,40.881,8.3179,0.016,,,,
2934,10/08/25 03:10:00 PM,8.3227,40.881,8.3154,0.017,,,,
2935,10/08/25 03:15:00 PM,8.3227,40.881,8.3154,0.017,,,,
2936,10/08/25 03:20:00 PM,8.3227,40.881,8.3147,0.018,,,,
2937,10/08/25 03:25:00 PM,8.3227,40.881,8.3172,0.013,,,,
2938,10/08/25 03:30:00 PM,8.3204,40.881,8.3130,0.017,,,,
2939,10/08/25 03:35:00 PM,8.3227,40.881,8.3139,0.020,,,,
2940,10/08/25 03:40:00 PM,8.3227,40.881,8.3147,0.018,,,,
2941,10/08/25 03:45:00 PM,8.3204,40.881,8.3123,0.019,,,,
2942,10/08/25 03:50:00 PM,8.3204,40.881,8.3123,0.019,,,,
2943,10/08/25 03:55:00 PM,8.3181,40.881,8.3131,0.011,,,,
2944,10/08/25 04:00:00 PM,8.3204,40.881,8.3131,0.017,,,,
2945,10/08/25 04:05:00 PM,8.3204,40.881,8.3105,0.023,,,,
2946,10/08/25 04:10:00 PM,8.3204,40.881,8.3105,0.023,,,,
2947,10/08/25 04:15:00 PM,8.3204,40.881,8.3131,0.017,,,,
2948,10/08/25 04:20:00 PM,8.3227,40.881,8.3139,0.020,,,,
2949,10/08/25 04:25:00 PM,8.3204,40.881,8.3147,0.013,,,,
2950,10/08/25 04:30:00 PM,8.3227,40.881,8.3130,0.022,,,,
2951,10/08/25 04:35:00 PM,8.3227,40.881,8.3137,0.021,,,,
2952,10/08/25 04:40:00 PM,8.3227,40.881,8.3153,0.017,,,,
2953,10/08/25 04:45:00 PM,8.3227,40.881,8.3150,0.018,,,,
2954,10/08/25 04:50:00 PM,8.3250,40.881,8.3130,0.028,,,,
2955,10/08/25 04:55:00 PM,8.3227,40.881,8.3117,0.025,,,,
2956,10/08/25 05:00:00 PM,8.3250,40.881,8.3111,0.032,,,,
2957,10/08/25 05:05:00 PM,8.3244,40.696,8.3130,0.026,,,,
2958,10/08/25 05:10:00 PM,8.3244,40.696,8.3131,0.026,,,,
2959,10/08/25 05:15:00 PM,8.3244,40.696,8.3098,0.034,,,,
2960,10/08/25 05:20:00 PM,8.3244,40.696,8.3091,0.035,,,,
2961,10/08/25 05:25:00 PM,8.3244,40.696,8.3083,0.037,,,,
2962,10/08/25 05:30:00 PM,8.3268,40.696,8.3075,0.044,,,,
2963,10/08/25 05:35:00 PM,8.3291,40.696,8.3092,0.046,,,,
2964,10/08/25 05:40:00 PM,8.3291,40.696,8.3094,0.045,,,,
2965,10/08/25 05:45:00 PM,8.3314,40.696,8.3112,0.047,,,,
2966,10/08/25 05:50:00 PM,8.3291,40.696,8.3095,0.045,,,,
2967,10/08/25 05:55:00 PM,8.3314,40.696,8.3079,0.054,,,,
2968,10/08/25 06:00:00 PM,8.3314,40.696,8.3091,0.052,,,,
2969,10/08/25 06:05:00 PM,8.3314,40.696,8.3101,0.049,,,,
2970,10/08/25 06:10:00 PM,8.3314,40.696,8.3095,0.051,,,,
2971,10/08/25 06:15:00 PM,8.3337,40.696,8.3089,0.057,,,,
2972,10/08/25 06:20:00 PM,8.3307,40.509,8.3094,0.049,,,,
2973,10/08/25 06:25:00 PM,8.3307,40.509,8.3082,0.052,,,,
2974,10/08/25 06:30:00 PM,8.3330,40.509,8.3070,0.060,,,,
2975,10/08/25 06:35:00 PM,8.3353,40.509,8.3065,0.067,,,,
2976,10/08/25 06:40:00 PM,8.3376,40.509,8.3091,0.066,,,,
2977,10/08/25 06:45:00 PM,8.3353,40.509,8.3099,0.059,,,,
2978,10/08/25 06:50:00 PM,8.3376,40.509,8.3088,0.067,,,,
2979,10/08/25 06:55:00 PM,8.3376,40.509,8.3081,0.068,,,,
2980,10/08/25 07:00:00 PM,8.3400,40.509,8.3085,0.073,,,,
2981,10/08/25 07:05:00 PM,8.3376,40.509,8.3118,0.060,,,,
2982,10/08/25 07:10:00 PM,8.3376,40.509,8.3118,0.060,,,,
2983,10/08/25 07:15:00 PM,8.3400,40.509,8.3123,0.064,,,,
2984,10/08/25 07:20:00 PM,8.3400,40.509,8.3123,0.064,,,,
2985,10/08/25 07:25:00 PM,8.3400,40.509,8.3123,0.064,,,,
2986,10/08/25 07:30:00 PM,8.3400,40.509,8.3111,0.067,,,,
2987,10/08/25 07:35:00 PM,8.3423,40.509,8.3111,0.072,,,,
2988,10/08/25 07:40:00 PM,8.3423,40.509,8.3127,0.068,,,,
2989,10/08/25 07:45:00 PM,8.3400,40.509,8.3115,0.066,,,,
2990,10/08/25 07:50:00 PM,8.3423,40.509,8.3131,0.067,,,,
2991,10/08/25 07:55:00 PM,8.3423,40.509,8.3120,0.070,,,,
2992,10/08/25 08:00:00 PM,8.3423,40.509,8.3102,0.074,,,,
2993,10/08/25 08:05:00 PM,8.3446,40.509,8.3102,0.079,,,,
2994,10/08/25 08:10:00 PM,8.3423,40.509,8.3107,0.073,,,,
2995,10/08/25 08:15:00 PM,8.3423,40.509,8.3124,0.069,,,,
2996,10/08/25 08:20:00 PM,8.3423,40.509,8.3128,0.068,,,,
2997,10/08/25 08:25:00 PM,8.3423,40.509,8.3115,0.071,,,,
2998,10/08/25 08:30:00 PM,8.3446,40.509,8.3137,0.071,,,,
2999,10/08/25 08:35:00 PM,8.3446,40.509,8.3124,0.074,,,,
3000,10/08/25 08:40:00 PM,8.3471,40.509,8.3140,0.076,,,,
3001,10/08/25 08:45:00 PM,8.3471,40.509,8.3144,0.075,,,,
3002,10/08/25 08:50:00 PM,8.3463,40.321,8.3128,0.077,,,,
3003,10/08/25 08:55:00 PM,8.3440,40.321,8.3144,0.068,,,,
3004,10/08/25 09:00:00 PM,8.3440,40.321,8.3131,0.071,,,,
3005,10/08/25 09:05:00 PM,8.3463,40.321,8.3149,0.073,,,,
3006,10/08/25 09:10:00 PM,8.3487,40.321,8.3136,0.081,,,,
3007,10/08/25 09:15:00 PM,8.3487,40.321,8.3169,0.073,,,,
3008,10/08/25 09:20:00 PM,8.3510,40.321,8.3169,0.079,,,,
3009,10/08/25 09:25:00 PM,8.3487,40.321,8.3156,0.076,,,,
3010,10/08/25 09:30:00 PM,8.3487,40.321,8.3160,0.075,,,,
3011,10/08/25 09:35:00 PM,8.3510,40.321,8.3165,0.080,,,,
3012,10/08/25 09:40:00 PM,8.3487,40.321,8.3152,0.077,,,,
3013,10/08/25 09:45:00 PM,8.3487,40.321,8.3134,0.081,,,,
3014,10/08/25 09:50:00 PM,8.3487,40.321,8.3152,0.077,,,,
3015,10/08/25 09:55:00 PM,8.3487,40.321,8.3154,0.077,,,,
3016,10/08/25 10:00:00 PM,8.3510,40.321,8.3172,0.078,,,,
3017,10/08/25 10:05:00 PM,8.3487,40.321,8.3159,0.076,,,,
3018,10/08/25 10:10:00 PM,8.3487,40.321,8.3159,0.076,,,,
3019,10/08/25 10:15:00 PM,8.3510,40.321,8.3144,0.084,,,,
3020,10/08/25 10:20:00 PM,8.3510,40.321,8.3144,0.084,,,,
3021,10/08/25 10:25:00 PM,8.3487,40.321,8.3128,0.083,,,,
3022,10/08/25 10:30:00 PM,8.3487,40.321,8.3144,0.079,,,,
3023,10/08/25 10:35:00 PM,8.3504,40.134,8.3128,0.087,,,,
3024,10/08/25 10:40:00 PM,8.3487,40.321,8.3115,0.086,,,,
3025,10/08/25 10:45:00 PM,8.3487,40.321,8.3115,0.086,,,,
3026,10/08/25 10:50:00 PM,8.3481,40.134,8.3098,0.088,,,,
3027,10/08/25 10:55:00 PM,8.3433,40.134,8.3149,0.066,,,,
3028,10/08/25 11:00:00 PM,8.3458,40.134,8.3102,0.082,,,,
3029,10/08/25 11:05:00 PM,8.3458,40.134,8.3118,0.078,,,,
3030,10/08/25 11:10:00 PM,8.3458,40.134,8.3105,0.081,,,,
3031,10/08/25 11:15:00 PM,8.3458,40.134,8.3105,0.081,,,,
3032,10/08/25 11:20:00 PM,8.3433,40.134,8.3092,0.079,,,,
3033,10/08/25 11:25:00 PM,8.3433,40.134,8.3075,0.083,,,,
3034,10/08/25 11:30:00 PM,8.3433,40.134,8.3075,0.083,,,,
3035,10/08/25 11:35:00 PM,8.3410,40.134,8.3062,0.080,,,,
3036,10/08/25 11:40:00 PM,8.3433,40.134,8.3062,0.086,,,,
3037,10/08/25 11:45:00 PM,8.3410,40.134,8.3062,0.080,,,,
3038,10/08/25 11:50:00 PM,8.3410,40.134,8.3044,0.084,,,,
3039,10/08/25 11:55:00 PM,8.3410,40.134,8.3049,0.083,,,,
3040,10/09/25 12:00:00 AM,8.3410,40.134,8.3049,0.083,,,,
3041,10/09/25 12:05:00 AM,8.3410,40.134,8.3065,0.080,,,,
3042,10/09/25 12:10:00 AM,8.3410,40.134,8.3049,0.083,,,,
3043,10/09/25 12:15:00 AM,8.3410,40.134,8.3031,0.087,,,,
3044,10/09/25 12:20:00 AM,8.3410,40.134,8.3015,0.091,,,,
3045,10/09/25 12:25:00 AM,8.3410,40.134,8.3031,0.087,,,,
3046,10/09/25 12:30:00 AM,8.3387,40.134,8.2998,0.090,,,,
3047,10/09/25 12:35:00 AM,8.3387,40.134,8.2998,0.090,,,,
3048,10/09/25 12:40:00 AM,8.3387,40.134,8.3015,0.086,,,,
3049,10/09/25 12:45:00 AM,8.3363,40.134,8.2985,0.087,,,,
3050,10/09/25 12:50:00 AM,8.3363,40.134,8.3018,0.080,,,,
3051,10/09/25 12:55:00 AM,8.3387,40.134,8.2988,0.092,,,,
3052,10/09/25 01:00:00 AM,8.3363,40.134,8.2988,0.087,,,,
3053,10/09/25 01:05:00 AM,8.3363,40.134,8.2988,0.087,,,,
3054,10/09/25 01:10:00 AM,8.3363,40.134,8.2988,0.087,,,,
3055,10/09/25 01:15:00 AM,8.3358,39.947,8.2937,0.097,,,,
3056,10/09/25 01:20:00 AM,8.3334,39.947,8.2954,0.088,,,,
3057,10/09/25 01:25:00 AM,8.3358,39.947,8.2954,0.093,,,,
3058,10/09/25 01:30:00 AM,8.3358,39.947,8.2970,0.089,,,,
3059,10/09/25 01:35:00 AM,8.3358,39.947,8.2957,0.092,,,,
3060,10/09/25 01:40:00 AM,8.3358,39.947,8.2957,0.092,,,,
3061,10/09/25 01:45:00 AM,8.3358,39.947,8.2940,0.096,,,,
3062,10/09/25 01:50:00 AM,8.3334,39.947,8.2924,0.095,,,,
3063,10/09/25 01:55:00 AM,8.3334,39.947,8.2924,0.095,,,,
3064,10/09/25 02:00:00 AM,8.3334,39.947,8.2940,0.091,,,,
3065,10/09/25 02:05:00 AM,8.3311,39.947,8.2940,0.086,,,,
3066,10/09/25 02:10:00 AM,8.3334,39.947,8.2924,0.095,,,,
3067,10/09/25 02:15:00 AM,8.3334,39.947,8.2927,0.094,,,,
3068,10/09/25 02:20:00 AM,8.3358,39.947,8.2924,0.100,,,,
3069,10/09/25 02:25:00 AM,8.3311,39.947,8.2924,0.089,,,,
3070,10/09/25 02:30:00 AM,8.3311,39.947,8.2924,0.089,,,,
3071,10/09/25 02:35:00 AM,8.3334,39.947,8.2940,0.091,,,,
3072,10/09/25 02:40:00 AM,8.3311,39.947,8.2906,0.093,,,,
3073,10/09/25 02:45:00 AM,8.3334,39.947,8.2909,0.098,,,,
3074,10/09/25 02:50:00 AM,8.3311,39.947,8.2927,0.089,,,,
3075,10/09/25 02:55:00 AM,8.3311,39.947,8.2909,0.093,,,,
3076,10/09/25 03:00:00 AM,8.3288,39.947,8.2927,0.083,,,,
3077,10/09/25 03:05:00 AM,8.3334,39.947,8.2930,0.093,,,,
3078,10/09/25 03:10:00 AM,8.3311,39.947,8.2912,0.092,,,,
3079,10/09/25 03:15:00 AM,8.3311,39.947,8.2930,0.088,,,,
3080,10/09/25 03:20:00 AM,8.3288,39.947,8.2912,0.087,,,,
3081,10/09/25 03:25:00 AM,8.3334,39.947,8.2912,0.097,,,,
3082,10/09/25 03:30:00 AM,8.3334,39.947,8.2912,0.097,,,,
3083,10/09/25 03:35:00 AM,8.3311,39.947,8.2930,0.088,,,,
3084,10/09/25 03:40:00 AM,8.3334,39.947,8.2912,0.097,,,,
3085,10/09/25 03:45:00 AM,8.3358,39.947,8.2930,0.099,,,,
3086,10/09/25 03:50:00 AM,8.3358,39.947,8.2933,0.098,,,,
3087,10/09/25 03:55:00 AM,8.3358,39.947,8.2949,0.094,,,,
3088,10/09/25 04:00:00 AM,8.3334,39.947,8.2982,0.081,,,,
3089,10/09/25 04:05:00 AM,8.3358,39.947,8.2966,0.090,,,,
3090,10/09/25 04:10:00 AM,8.3358,39.947,8.2935,0.097,,,,
3091,10/09/25 04:15:00 AM,8.3358,39.947,8.2951,0.094,,,,
3092,10/09/25 04:20:00 AM,8.3381,39.947,8.2969,0.095,,,,
3093,10/09/25 04:25:00 AM,8.3381,39.947,8.2969,0.095,,,,
3094,10/09/25 04:30:00 AM,8.3358,39.947,8.2985,0.086,,,,
3095,10/09/25 04:35:00 AM,8.3334,39.947,8.2969,0.084,,,,
3096,10/09/25 04:40:00 AM,8.3358,39.947,8.2969,0.090,,,,
3097,10/09/25 04:45:00 AM,8.3381,39.947,8.2982,0.092,,,,
3098,10/09/25 04:50:00 AM,8.3381,39.947,8.2982,0.092,,,,
3099,10/09/25 04:55:00 AM,8.3381,39.947,8.3015,0.084,,,,
3100,10/09/25 05:00:00 AM,8.3404,39.947,8.3015,0.090,,,,
3101,10/09/25 05:05:00 AM,8.3404,39.947,8.3015,0.090,,,,
3102,10/09/25 05:10:00 AM,8.3404,39.947,8.3033,0.086,,,,
3103,10/09/25 05:15:00 AM,8.3427,39.947,8.3015,0.095,,,,
3104,10/09/25 05:20:00 AM,8.3397,39.760,8.3033,0.084,,,,
3105,10/09/25 05:25:00 AM,8.3427,39.947,8.3033,0.091,,,,
3106,10/09/25 05:30:00 AM,8.3420,39.760,8.3049,0.086,,,,
3107,10/09/25 05:35:00 AM,8.3420,39.760,8.3066,0.082,,,,
3108,10/09/25 05:40:00 AM,8.3420,39.760,8.3033,0.089,,,,
3109,10/09/25 05:45:00 AM,8.3397,39.760,8.3033,0.084,,,,
3110,10/09/25 05:50:00 AM,8.3397,39.760,8.3079,0.073,,,,
3111,10/09/25 05:55:00 AM,8.3420,39.760,8.3046,0.086,,,,
3112,10/09/25 06:00:00 AM,8.3420,39.760,8.3060,0.083,,,,
3113,10/09/25 06:05:00 AM,8.3420,39.760,8.3043,0.087,,,,
3114,10/09/25 06:10:00 AM,8.3420,39.760,8.3073,0.080,,,,
3115,10/09/25 06:15:00 AM,8.3420,39.760,8.3057,0.084,,,,
3116,10/09/25 06:20:00 AM,8.3466,39.760,8.3088,0.087,,,,
3117,10/09/25 06:25:00 AM,8.3443,39.760,8.3085,0.083,,,,
3118,10/09/25 06:30:00 AM,8.3443,39.760,8.3111,0.077,,,,
3119,10/09/25 06:35:00 AM,8.3466,39.760,8.3121,0.080,,,,
3120,10/09/25 06:40:00 AM,8.3490,39.760,8.3144,0.080,,,,
3121,10/09/25 06:45:00 AM,8.3443,39.760,8.3152,0.067,,,,
3122,10/09/25 06:50:00 AM,8.3450,39.947,8.3169,0.065,,,,
3123,10/09/25 06:55:00 AM,8.3474,39.947,8.3186,0.066,,,,
3124,10/09/25 07:00:00 AM,8.3474,39.947,8.3204,0.062,,,,
3125,10/09/25 07:05:00 AM,8.3450,39.947,8.3231,0.051,,,,
3126,10/09/25 07:10:00 AM,8.3474,39.947,8.3228,0.057,,,,
3127,10/09/25 07:15:00 AM,8.3497,39.947,8.3255,0.056,,,,
3128,10/09/25 07:20:00 AM,8.3497,39.947,8.3279,0.050,,,,
3129,10/09/25 07:25:00 AM,8.3497,39.947,8.3273,0.052,,,,
3130,10/09/25 07:30:00 AM,8.3497,39.947,8.3279,0.050,,,,
3131,10/09/25 07:35:00 AM,8.3497,39.947,8.3352,0.033,,,,
3132,10/09/25 07:40:00 AM,8.3497,39.947,8.3344,0.035,,,,
3133,10/09/25 07:45:00 AM,8.3497,39.947,8.3353,0.033,,,,
3134,10/09/25 07:50:00 AM,8.3497,39.947,8.3384,0.026,,,,
3135,10/09/25 07:55:00 AM,8.3527,40.134,8.3365,0.037,,,,
3136,10/09/25 08:00:00 AM,8.3504,40.134,8.3385,0.027,,,,
3137,10/09/25 08:05:00 AM,8.3504,40.134,8.3365,0.032,,,,
3138,10/09/25 08:10:00 AM,8.3527,40.134,8.3403,0.029,,,,
3139,10/09/25 08:15:00 AM,8.3527,40.134,8.3423,0.024,,,,
3140,10/09/25 08:20:00 AM,8.3550,40.134,8.3459,0.021,,,,
3141,10/09/25 08:25:00 AM,8.3550,40.134,8.3436,0.026,,,,
3142,10/09/25 08:30:00 AM,8.3527,40.134,8.3439,0.020,,,,
3143,10/09/25 08:35:00 AM,8.3574,40.134,8.3447,0.029,,,,
3144,10/09/25 08:40:00 AM,8.3550,40.134,8.3450,0.023,,,,
3145,10/09/25 08:45:00 AM,8.3527,40.134,8.3427,0.023,,,,
3146,10/09/25 08:50:00 AM,8.3550,40.134,8.3420,0.030,,,,
3147,10/09/25 08:55:00 AM,8.3527,40.134,8.3429,0.023,,,,
3148,10/09/25 09:00:00 AM,8.3533,40.321,8.3421,0.026,,,,
3149,10/09/25 09:05:00 AM,8.3533,40.321,8.3474,0.014,,,,
3150,10/09/25 09:10:00 AM,8.3533,40.321,8.3450,0.019,,,,
3151,10/09/25 09:15:00 AM,8.3556,40.321,8.3433,0.028,,,,
3152,10/09/25 09:20:00 AM,8.3533,40.321,8.3426,0.025,,,,
3153,10/09/25 09:25:00 AM,8.3579,40.321,8.3436,0.033,,,,
3154,10/09/25 09:30:00 AM,8.3556,40.321,8.3445,0.026,,,,
3155,10/09/25 09:35:00 AM,8.3556,40.321,8.3420,0.031,,,,
3156,10/09/25 09:40:00 AM,8.3556,40.321,8.3463,0.021,,,,
3157,10/09/25 09:45:00 AM,8.3556,40.321,8.3423,0.031,,,,
3158,10/09/25 09:50:00 AM,8.3556,40.321,8.3432,0.029,,,,
3159,10/09/25 09:55:00 AM,8.3556,40.321,8.3414,0.033,,,,
3160,10/09/25 10:00:00 AM,8.3533,40.321,8.3447,0.020,,,,
3161,10/09/25 10:05:00 AM,8.3533,40.321,8.3432,0.023,,,,
3162,10/09/25 10:10:00 AM,8.3533,40.321,8.3440,0.021,,,,
3163,10/09/25 10:15:00 AM,8.3556,40.321,8.3450,0.024,,,,
3164,10/09/25 10:20:00 AM,8.3556,40.321,8.3433,0.028,,,,
3165,10/09/25 10:25:00 AM,8.3533,40.321,8.3440,0.021,,,,
3166,10/09/25 10:30:00 AM,8.3533,40.321,8.3414,0.027,,,,
3167,10/09/25 10:35:00 AM,8.3533,40.321,8.3414,0.027,,,,
3168,10/09/25 10:40:00 AM,8.3510,40.321,8.3414,0.022,,,,
3169,10/09/25 10:45:00 AM,8.3533,40.321,8.3414,0.027,,,,
3170,10/09/25 10:50:00 AM,8.3517,40.509,8.3440,0.018,,,,
3171,10/09/25 10:55:00 AM,8.3517,40.509,8.3416,0.023,,,,
3172,10/09/25 11:00:00 AM,8.3517,40.509,8.3417,0.023,,,,
3173,10/09/25 11:05:00 AM,8.3540,40.509,8.3392,0.034,,,,
3174,10/09/25 11:10:00 AM,8.3517,40.509,8.3385,0.030,,,,
3175,10/09/25 11:15:00 AM,8.3517,40.509,8.3378,0.032,,,,
3176,10/09/25 11:20:00 AM,8.3494,40.509,8.3395,0.023,,,,
3177,10/09/25 11:25:00 AM,8.3517,40.509,8.3379,0.032,,,,
3178,10/09/25 11:30:00 AM,8.3517,40.509,8.3414,0.024,,,,
3179,10/09/25 11:35:00 AM,8.3517,40.509,8.3372,0.033,,,,
3180,10/09/25 11:40:00 AM,8.3517,40.509,8.3381,0.031,,,,
3181,10/09/25 11:45:00 AM,8.3494,40.509,8.3389,0.024,,,,
3182,10/09/25 11:50:00 AM,8.3471,40.509,8.3347,0.028,,,,
3183,10/09/25 11:55:00 AM,8.3517,40.509,8.3391,0.029,,,,
3184,10/09/25 12:00:00 PM,8.3494,40.509,8.3349,0.033,,,,
3185,10/09/25 12:05:00 PM,8.3494,40.509,8.3373,0.028,,,,
3186,10/09/25 12:10:00 PM,8.3494,40.509,8.3382,0.026,,,,
3187,10/09/25 12:15:00 PM,8.3471,40.509,8.3366,0.024,,,,
3188,10/09/25 12:20:00 PM,8.3494,40.509,8.3358,0.031,,,,
3189,10/09/25 12:25:00 PM,8.3446,40.509,8.3366,0.018,,,,
3190,10/09/25 12:30:00 PM,8.3494,40.509,8.3382,0.026,,,,
3191,10/09/25 12:35:00 PM,8.3446,40.509,8.3358,0.020,,,,
3192,10/09/25 12:40:00 PM,8.3471,40.509,8.3391,0.018,,,,
3193,10/09/25 12:45:00 PM,8.3476,40.696,8.3382,0.022,,,,
3194,10/09/25 12:50:00 PM,8.3476,40.696,8.3349,0.029,,,,
3195,10/09/25 12:55:00 PM,8.3453,40.696,8.3358,0.022,,,,
3196,10/09/25 01:00:00 PM,8.3476,40.696,8.3373,0.024,,,,
3197,10/09/25 01:05:00 PM,8.3453,40.696,8.3373,0.018,,,,
3198,10/09/25 01:10:00 PM,8.3476,40.696,8.3382,0.022,,,,
3199,10/09/25 01:15:00 PM,8.3453,40.696,8.3331,0.028,,,,
3200,10/09/25 01:20:00 PM,8.3476,40.696,8.3358,0.027,,,,
3201,10/09/25 01:25:00 PM,8.3453,40.696,8.3358,0.022,,,,
3202,10/09/25 01:30:00 PM,8.3476,40.696,8.3373,0.024,,,,
3203,10/09/25 01:35:00 PM,8.3453,40.696,8.3349,0.024,,,,
3204,10/09/25 01:40:00 PM,8.3476,40.696,8.3382,0.022,,,,
3205,10/09/25 01:45:00 PM,8.3453,40.696,8.3349,0.024,,,,
3206,10/09/25 01:50:00 PM,8.3453,40.696,8.3365,0.020,,,,
3207,10/09/25 01:55:00 PM,8.3430,40.696,8.3349,0.019,,,,
3208,10/09/25 02:00:00 PM,8.3407,40.696,8.3340,0.015,,,,
3209,10/09/25 02:05:00 PM,8.3407,40.696,8.3323,0.019,,,,
3210,10/09/25 02:10:00 PM,8.3430,40.696,8.3340,0.021,,,,
3211,10/09/25 02:15:00 PM,8.3407,40.696,8.3331,0.017,,,,
3212,10/09/25 02:20:00 PM,8.3430,40.696,8.3331,0.023,,,,
3213,10/09/25 02:25:00 PM,8.3407,40.696,8.3340,0.015,,,,
3214,10/09/25 02:30:00 PM,8.3453,40.696,8.3349,0.024,,,,
3215,10/09/25 02:35:00 PM,8.3407,40.696,8.3366,0.009,,,,
3216,10/09/25 02:40:00 PM,8.3407,40.696,8.3331,0.017,,,,
3217,10/09/25 02:45:00 PM,8.3430,40.696,8.3358,0.017,,,,
3218,10/09/25 02:50:00 PM,8.3384,40.696,8.3358,0.006,,,,
3219,10/09/25 02:55:00 PM,8.3407,40.696,8.3340,0.015,,,,
3220,10/09/25 03:00:00 PM,8.3407,40.696,8.3349,0.013,,,,
3221,10/09/25 03:05:00 PM,8.3407,40.696,8.3331,0.017,,,,
3222,10/09/25 03:10:00 PM,8.3430,40.696,8.3358,0.017,,,,
3223,10/09/25 03:15:00 PM,8.3407,40.696,8.3324,0.019,,,,
3224,10/09/25 03:20:00 PM,8.3407,40.696,8.3315,0.021,,,,
3225,10/09/25 03:25:00 PM,8.3413,40.881,8.3331,0.019,,,,
3226,10/09/25 03:30:00 PM,8.3413,40.881,8.3315,0.022,,,,
3227,10/09/25 03:35:00 PM,8.3413,40.881,8.3291,0.028,,,,
3228,10/09/25 03:40:00 PM,8.3389,40.881,8.3333,0.013,,,,
3229,10/09/25 03:45:00 PM,8.3413,40.881,8.3307,0.024,,,,
3230,10/09/25 03:50:00 PM,8.3413,40.881,8.3282,0.030,,,,
3231,10/09/25 03:55:00 PM,8.3413,40.881,8.3324,0.020,,,,
3232,10/09/25 04:00:00 PM,8.3389,40.881,8.3307,0.019,,,,
3233,10/09/25 04:05:00 PM,8.3389,40.881,8.3298,0.021,,,,
3234,10/09/25 04:10:00 PM,8.3389,40.881,8.3298,0.021,,,,
3235,10/09/25 04:15:00 PM,8.3389,40.881,8.3314,0.017,,,,
3236,10/09/25 04:20:00 PM,8.3389,40.881,8.3314,0.017,,,,
3237,10/09/25 04:25:00 PM,8.3413,40.881,8.3330,0.019,,,,
3238,10/09/25 04:30:00 PM,8.3413,40.881,8.3320,0.021,,,,
3239,10/09/25 04:35:00 PM,8.3389,40.881,8.3327,0.014,,,,
